name, Duration, W, L, ERA, G, GS, SV, IP, H, ER, BB, SO, WHIP
Phil Maton, Last 15 Games, 2, 1, 3.77, 15, 0, 0, 14.1, 13, 6, 3, 18, 1.12
Phil Maton, Last 30 Games, 2, 1, 3.52, 16, 0, 0, 15.1, 15, 6, 3, 20, 1.17
Steven Matz, Last 7 Games, 0, 4, 8.63, 6, 5, 0, 24.0, 30, 23, 6, 25, 1.50
Steven Matz, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Steven Matz, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Tyler Matzek, Last 7 Games, 1, 2, 5.59, 7, 0, 0, 9.2, 12, 6, 3, 16, 1.55
Tyler Matzek, Last 15 Games, 3, 3, 3.66, 14, 0, 0, 19.2, 20, 8, 6, 28, 1.32
Tyler Matzek, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Dustin May, Last 7 Games, 1, 1, 2.97, 7, 7, 0, 36.1, 28, 12, 10, 24, 1.05
Dustin May, Last 15 Games, 1, 1, 2.88, 8, 8, 0, 40.2, 35, 13, 10, 28, 1.11
Dustin May, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Trevor May, Last 7 Games, 0, 0, 9.45, 7, 0, 1, 6.2, 12, 7, 2, 14, 2.10
Trevor May, Last 15 Games, 0, 0, 5.52, 15, 0, 2, 14.2, 18, 9, 3, 24, 1.43
Trevor May, Last 30 Games, 1, 0, 5.40, 17, 0, 2, 16.2, 19, 10, 4, 28, 1.38
Mike Mayers, Last 7 Games, 1, 0, 1.59, 7, 0, 0, 5.2, 6, 1, 0, 8, 1.06
Mike Mayers, Last 15 Games, 1, 0, 0.73, 15, 0, 0, 12.1, 10, 1, 2, 19, 0.97
Mike Mayers, Last 30 Games, 1, 0, 2.93, 19, 0, 0, 15.1, 14, 5, 4, 23, 1.17
Chris Mazza, Last 7 Games, 1, 1, 5.29, 5, 4, 0, 17.0, 22, 10, 7, 16, 1.71
Chris Mazza, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Chris Mazza, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Kevin McCarthy, Last 7 Games, 0, 0, 4.50, 5, 0, 0, 6.0, 10, 3, 2, 2, 2.00
Kevin McCarthy, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Kevin McCarthy, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Reggie McClain, Last 7 Games, 0, 0, 5.06, 5, 0, 0, 5.1, 9, 3, 3, 2, 2.25
Reggie McClain, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Reggie McClain, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Lance McCullers Jr., Last 7 Games, 2, 2, 6.32, 7, 7, 0, 31.1, 32, 22, 13, 26, 1.44
Lance McCullers Jr., Last 15 Games, 3, 2, 5.79, 8, 8, 0, 37.1, 37, 24, 16, 32, 1.42
Lance McCullers Jr., Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
T.J. McFarland, Last 7 Games, 0, 0, 2.70, 7, 0, 0, 6.2, 7, 2, 2, 3, 1.35
T.J. McFarland, Last 15 Games, 2, 0, 2.03, 15, 0, 0, 13.1, 14, 3, 3, 6, 1.28
T.J. McFarland, Last 30 Games, 2, 0, 1.69, 18, 0, 0, 16.0, 15, 3, 3, 6, 1.13
Jake McGee, Last 7 Games, 1, 1, 7.20, 7, 0, 0, 5.0, 7, 4, 0, 9, 1.40
Jake McGee, Last 15 Games, 3, 1, 3.75, 15, 0, 0, 12.0, 8, 5, 2, 20, 0.83
Jake McGee, Last 30 Games, 3, 1, 3.00, 18, 0, 0, 15.0, 10, 5, 3, 24, 0.87
Kyle McGowin, Last 7 Games, 1, 0, 0.00, 1, 0, 0, 2.1, 0, 0, 1, 4, 0.43
Kyle McGowin, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Kyle McGowin, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
David McKay, Last 7 Games, 0, 0, 54.00, 1, 0, 0, 0.1, 1, 2, 1, 0, 6.00
David McKay, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
David McKay, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Triston McKenzie, Last 7 Games, 2, 0, 2.57, 4, 4, 0, 21.0, 11, 6, 5, 26, 0.76
Triston McKenzie, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Triston McKenzie, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Alex McRae, Last 7 Games, 0, 0, 0.00, 1, 0, 0, 1.0, 1, 0, 0, 2, 1.00
Alex McRae, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Alex McRae, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Nick Mears, Last 7 Games, 0, 0, 5.40, 4, 0, 0, 5.0, 4, 3, 7, 7, 2.20
Nick Mears, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Nick Mears, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
John Means, Last 7 Games, 1, 3, 6.58, 7, 7, 0, 26.0, 27, 19, 5, 17, 1.23
John Means, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
John Means, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Humberto Mejía, Last 7 Games, 0, 2, 5.40, 3, 3, 0, 10.0, 13, 6, 6, 11, 1.90
Humberto Mejía, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Humberto Mejía, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Mark Melancon, Last 7 Games, 1, 1, 4.05, 7, 0, 4, 6.2, 4, 3, 1, 5, 0.75
Mark Melancon, Last 15 Games, 2, 1, 2.45, 15, 0, 8, 14.2, 10, 4, 4, 9, 0.95
Mark Melancon, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Keury Mella, Last 7 Games, 0, 0, 4.50, 5, 0, 0, 4.0, 6, 2, 1, 6, 1.75
Keury Mella, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Keury Mella, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Conner Menez, Last 7 Games, 1, 0, 2.38, 7, 0, 0, 11.1, 6, 3, 5, 8, 0.97
Conner Menez, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Conner Menez, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Daniel Mengden, Last 7 Games, 0, 1, 3.65, 4, 1, 0, 12.1, 14, 5, 7, 10, 1.70
Daniel Mengden, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Daniel Mengden, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Julian Merryweather, Last 7 Games, 0, 0, 2.70, 6, 2, 0, 10.0, 6, 3, 4, 14, 1.00
Julian Merryweather, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Julian Merryweather, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Keynan Middleton, Last 7 Games, 0, 1, 5.40, 7, 0, 0, 6.2, 2, 4, 5, 5, 1.05
Keynan Middleton, Last 15 Games, 0, 1, 5.25, 13, 0, 0, 12.0, 12, 7, 6, 11, 1.50
Keynan Middleton, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Wade Miley, Last 7 Games, 0, 3, 6.57, 4, 4, 0, 12.1, 14, 9, 8, 11, 1.78
Wade Miley, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Wade Miley, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Andrew Miller, Last 7 Games, 0, 1, 3.18, 7, 0, 2, 5.2, 5, 2, 1, 5, 1.06
Andrew Miller, Last 15 Games, 0, 1, 3.68, 9, 0, 2, 7.1, 8, 3, 2, 6, 1.36
Andrew Miller, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Tyson Miller, Last 7 Games, 0, 0, 5.40, 2, 1, 0, 5.0, 2, 3, 3, 0, 1.00
Tyson Miller, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Tyson Miller, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Alec Mills, Last 7 Games, 3, 3, 5.02, 7, 7, 0, 37.2, 37, 21, 12, 29, 1.30
Alec Mills, Last 15 Games, 4, 3, 4.74, 8, 8, 0, 43.2, 39, 23, 14, 32, 1.21
Alec Mills, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Hoby Milner, Last 7 Games, 0, 0, 5.79, 7, 0, 0, 4.2, 2, 3, 3, 4, 1.07
Hoby Milner, Last 15 Games, 0, 0, 5.14, 12, 0, 0, 7.0, 4, 4, 4, 6, 1.14
Hoby Milner, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Tommy Milone, Last 7 Games, 0, 0, 14.90, 3, 3, 0, 9.2, 22, 16, 2, 9, 2.48
Tommy Milone, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Tommy Milone, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Mike Minor, Last 7 Games, 0, 0, 12.46, 2, 1, 0, 4.1, 5, 6, 2, 4, 1.62
Mike Minor, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Mike Minor, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
A.J. Minter, Last 7 Games, 1, 1, 0.00, 7, 0, 0, 7.0, 4, 0, 4, 6, 1.14
A.J. Minter, Last 15 Games, 1, 1, 0.63, 15, 0, 0, 14.1, 9, 1, 5, 14, 0.98
A.J. Minter, Last 30 Games, 1, 1, 0.59, 16, 0, 0, 15.1, 10, 1, 5, 16, 0.98
Anthony Misiewicz, Last 7 Games, 0, 1, 3.86, 7, 0, 0, 7.0, 6, 3, 1, 8, 1.00
Anthony Misiewicz, Last 15 Games, 0, 2, 4.02, 15, 0, 0, 15.2, 14, 7, 4, 21, 1.15
Anthony Misiewicz, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Casey Mize, Last 7 Games, 0, 1, 6.75, 4, 4, 0, 14.2, 19, 11, 6, 16, 1.70
Casey Mize, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Casey Mize, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Frankie Montas, Last 7 Games, 3, 3, 6.15, 7, 7, 0, 33.2, 36, 23, 16, 32, 1.54
Frankie Montas, Last 15 Games, 3, 3, 5.73, 8, 8, 0, 37.2, 39, 24, 19, 37, 1.54
Frankie Montas, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Rafael Montero, Last 7 Games, 0, 1, 3.52, 7, 0, 3, 7.2, 6, 3, 3, 9, 1.17
Rafael Montero, Last 15 Games, 0, 1, 2.31, 11, 0, 7, 11.2, 6, 3, 3, 13, 0.77
Rafael Montero, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Jordan Montgomery, Last 7 Games, 2, 2, 5.72, 7, 7, 0, 28.1, 34, 18, 6, 23, 1.41
Jordan Montgomery, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Jordan Montgomery, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Mike Montgomery, Last 7 Games, 0, 0, 13.50, 1, 1, 0, 2.0, 5, 3, 0, 1, 2.50
Mike Montgomery, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Mike Montgomery, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Brian Moran, Last 7 Games, 1, 0, 12.27, 5, 0, 0, 3.2, 5, 5, 6, 6, 3.00
Brian Moran, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Brian Moran, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Adrian Morejon, Last 7 Games, 1, 0, 3.00, 4, 2, 0, 9.0, 8, 3, 2, 11, 1.11
Adrian Morejon, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Adrian Morejon, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Adam Morgan, Last 7 Games, 0, 0, 4.76, 7, 0, 0, 5.2, 8, 3, 2, 8, 1.76
Adam Morgan, Last 15 Games, 0, 0, 5.87, 11, 0, 0, 7.2, 10, 5, 3, 11, 1.70
Adam Morgan, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Mike Morin, Last 7 Games, 1, 0, 0.00, 3, 0, 0, 4.0, 1, 0, 1, 2, 0.50
Mike Morin, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Mike Morin, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Charlie Morton, Last 7 Games, 1, 2, 4.94, 6, 6, 0, 23.2, 25, 13, 7, 24, 1.35
Charlie Morton, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Charlie Morton, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
José Mujica, Last 7 Games, 0, 0, 20.25, 1, 0, 0, 2.2, 8, 6, 2, 1, 3.75
José Mujica, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
José Mujica, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Joe Musgrove, Last 7 Games, 0, 4, 5.40, 5, 5, 0, 21.2, 21, 13, 13, 26, 1.57
Joe Musgrove, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Joe Musgrove, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Nick Neidert, Last 7 Games, 0, 0, 0.00, 1, 0, 0, 2.1, 1, 0, 1, 0, 0.86
Nick Neidert, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Nick Neidert, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Nick Nelson, Last 7 Games, 1, 0, 5.27, 7, 0, 0, 13.2, 14, 8, 8, 13, 1.61
Nick Nelson, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Nick Nelson, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Héctor Neris, Last 7 Games, 1, 0, 1.35, 7, 0, 1, 6.2, 6, 1, 2, 8, 1.20
Héctor Neris, Last 15 Games, 2, 1, 5.84, 15, 0, 3, 12.1, 18, 8, 7, 14, 2.03
Héctor Neris, Last 30 Games, 2, 1, 5.54, 16, 0, 3, 13.0, 18, 8, 7, 15, 1.92
Dovydas Neverauskas, Last 7 Games, 0, 1, 10.13, 7, 0, 0, 8.0, 10, 9, 4, 10, 1.75
Dovydas Neverauskas, Last 15 Games, 0, 3, 8.40, 14, 0, 0, 15.0, 20, 14, 7, 19, 1.80
Dovydas Neverauskas, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Jake Newberry, Last 7 Games, 1, 0, 7.50, 7, 0, 0, 6.0, 5, 5, 5, 4, 1.67
Jake Newberry, Last 15 Games, 1, 0, 4.40, 14, 0, 0, 14.1, 15, 7, 9, 12, 1.67
Jake Newberry, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Sean Newcomb, Last 7 Games, 0, 2, 11.20, 4, 4, 0, 13.2, 20, 17, 6, 10, 1.90
Sean Newcomb, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Sean Newcomb, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Ljay Newsome, Last 7 Games, 0, 0, 3.24, 3, 2, 0, 8.1, 8, 3, 0, 7, 0.96
Ljay Newsome, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Ljay Newsome, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Juan Nicasio, Last 7 Games, 0, 0, 40.50, 2, 0, 0, 1.1, 5, 6, 2, 1, 5.25
Juan Nicasio, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Juan Nicasio, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Aaron Nola, Last 7 Games, 4, 2, 2.25, 7, 7, 0, 44.0, 29, 11, 12, 60, 0.93
Aaron Nola, Last 15 Games, 4, 3, 2.74, 8, 8, 0, 49.1, 34, 15, 13, 67, 0.95
Aaron Nola, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Daniel Norris, Last 7 Games, 3, 0, 1.86, 7, 0, 0, 19.1, 16, 4, 1, 19, 0.88
Daniel Norris, Last 15 Games, 3, 1, 2.57, 8, 1, 0, 21.0, 20, 6, 3, 19, 1.10
Daniel Norris, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
James Norwood, Last 7 Games, 0, 0, 16.20, 3, 0, 0, 1.2, 4, 3, 1, 0, 3.00
James Norwood, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
James Norwood, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Iván Nova, Last 7 Games, 1, 1, 8.53, 4, 4, 0, 19.0, 22, 18, 9, 9, 1.63
Iván Nova, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Iván Nova, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Darren O'Day, Last 7 Games, 1, 0, 0.00, 7, 0, 0, 6.1, 2, 0, 0, 9, 0.32
Darren O'Day, Last 15 Games, 3, 0, 0.71, 14, 0, 0, 12.2, 7, 1, 3, 18, 0.79
Darren O'Day, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Jake Odorizzi, Last 7 Games, 0, 1, 8.10, 3, 3, 0, 10.0, 14, 9, 2, 9, 1.60
Jake Odorizzi, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Jake Odorizzi, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Shohei Ohtani, Last 7 Games, 0, 1, 37.80, 2, 2, 0, 1.2, 3, 7, 8, 3, 6.60
Shohei Ohtani, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Shohei Ohtani, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Josh Osich, Last 7 Games, 0, 0, 6.75, 3, 0, 0, 2.2, 4, 2, 0, 4, 1.50
Josh Osich, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Josh Osich, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Roberto Osuna, Last 7 Games, 0, 0, 2.08, 4, 0, 1, 4.1, 3, 1, 0, 3, 0.69
Roberto Osuna, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Roberto Osuna, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Corey Oswalt, Last 7 Games, 0, 0, 5.11, 3, 1, 0, 12.1, 13, 7, 2, 10, 1.22
Corey Oswalt, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Corey Oswalt, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Adam Ottavino, Last 7 Games, 0, 2, 18.00, 7, 0, 0, 5.0, 9, 10, 4, 6, 2.60
Adam Ottavino, Last 15 Games, 2, 3, 9.28, 15, 0, 0, 10.2, 10, 11, 8, 15, 1.69
Adam Ottavino, Last 30 Games, 2, 3, 7.82, 17, 0, 0, 12.2, 12, 11, 8, 15, 1.58
Johan Oviedo, Last 7 Games, 0, 2, 4.66, 4, 4, 0, 19.1, 17, 10, 8, 11, 1.29
Johan Oviedo, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Johan Oviedo, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Chris Paddack, Last 7 Games, 2, 4, 5.70, 7, 7, 0, 36.1, 40, 23, 8, 38, 1.32
Chris Paddack, Last 15 Games, 3, 4, 4.75, 9, 9, 0, 47.1, 50, 25, 9, 48, 1.25
Chris Paddack, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Emilio Pagán, Last 7 Games, 0, 1, 4.91, 7, 0, 2, 7.1, 6, 4, 5, 9, 1.50
Emilio Pagán, Last 15 Games, 0, 1, 5.40, 15, 0, 2, 15.0, 11, 9, 9, 13, 1.33
Emilio Pagán, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Joe Palumbo, Last 7 Games, 0, 1, 11.57, 2, 0, 0, 2.1, 3, 3, 3, 5, 2.57
Joe Palumbo, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Joe Palumbo, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Enoli Paredes, Last 7 Games, 1, 2, 4.76, 7, 0, 0, 5.2, 8, 3, 3, 6, 1.94
Enoli Paredes, Last 15 Games, 2, 2, 3.60, 15, 0, 0, 15.0, 15, 6, 10, 16, 1.67
Enoli Paredes, Last 30 Games, 2, 2, 3.24, 17, 0, 0, 16.2, 17, 6, 10, 18, 1.62
Blake Parker, Last 7 Games, 3, 0, 3.24, 7, 0, 0, 8.1, 7, 3, 5, 12, 1.44
Blake Parker, Last 15 Games, 3, 0, 2.53, 9, 0, 0, 10.2, 9, 3, 5, 16, 1.31
Blake Parker, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Luis Patiño, Last 7 Games, 0, 0, 3.27, 7, 0, 0, 11.0, 10, 4, 7, 11, 1.55
Luis Patiño, Last 15 Games, 0, 0, 5.52, 9, 0, 0, 14.2, 15, 9, 11, 16, 1.77
Luis Patiño, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
James Paxton, Last 7 Games, 1, 1, 6.64, 5, 5, 0, 20.1, 23, 15, 7, 26, 1.48
James Paxton, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
James Paxton, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Joel Payamps, Last 7 Games, 0, 0, 4.50, 1, 0, 0, 2.0, 1, 1, 2, 2, 1.50
Joel Payamps, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Joel Payamps, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
James Pazos, Last 7 Games, 0, 0, 16.88, 6, 0, 0, 5.1, 10, 10, 5, 1, 2.81
James Pazos, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
James Pazos, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Brad Peacock, Last 7 Games, 0, 0, 9.00, 2, 0, 0, 2.0, 3, 2, 0, 3, 1.50
Brad Peacock, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Brad Peacock, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Nate Pearson, Last 7 Games, 0, 0, 6.61, 4, 4, 0, 16.1, 13, 12, 12, 14, 1.53
Nate Pearson, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Nate Pearson, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Felix Peña, Last 7 Games, 2, 0, 9.53, 7, 0, 1, 5.2, 10, 6, 2, 7, 2.12
Felix Peña, Last 15 Games, 3, 0, 5.52, 15, 0, 1, 14.2, 16, 9, 4, 16, 1.36
Felix Peña, Last 30 Games, 3, 0, 3.98, 18, 0, 1, 20.1, 20, 9, 5, 24, 1.23
Freddy Peralta, Last 7 Games, 1, 0, 5.06, 7, 0, 0, 10.2, 10, 6, 6, 21, 1.50
Freddy Peralta, Last 15 Games, 1, 1, 4.35, 10, 1, 0, 20.2, 15, 10, 10, 38, 1.21
Freddy Peralta, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Wandy Peralta, Last 7 Games, 0, 0, 1.04, 7, 0, 0, 8.2, 7, 1, 3, 8, 1.15
Wandy Peralta, Last 15 Games, 0, 1, 6.43, 15, 0, 0, 14.0, 18, 10, 7, 13, 1.79
Wandy Peralta, Last 30 Games, 1, 1, 4.91, 19, 0, 0, 18.1, 19, 10, 9, 18, 1.53
Angel Perdomo, Last 7 Games, 0, 0, 20.25, 3, 0, 0, 2.2, 3, 6, 7, 5, 3.75
Angel Perdomo, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Angel Perdomo, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Luis Perdomo, Last 7 Games, 0, 0, 4.15, 7, 1, 0, 13.0, 10, 6, 6, 11, 1.23
Luis Perdomo, Last 15 Games, 0, 0, 5.06, 9, 1, 0, 16.0, 12, 9, 9, 14, 1.31
Luis Perdomo, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Cionel Pérez, Last 7 Games, 0, 0, 3.18, 6, 0, 0, 5.2, 6, 2, 6, 6, 2.12
Cionel Pérez, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Cionel Pérez, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Martín Pérez, Last 7 Games, 1, 3, 4.21, 7, 7, 0, 36.1, 30, 17, 18, 24, 1.32
Martín Pérez, Last 15 Games, 2, 4, 4.40, 9, 9, 0, 47.0, 38, 23, 24, 31, 1.32
Martín Pérez, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Oliver Pérez, Last 7 Games, 0, 0, 1.69, 7, 0, 0, 5.1, 7, 1, 3, 3, 1.88
Oliver Pérez, Last 15 Games, 1, 0, 1.35, 15, 0, 1, 13.1, 10, 2, 4, 9, 1.05
Oliver Pérez, Last 30 Games, 1, 0, 1.26, 16, 0, 1, 14.1, 10, 2, 4, 11, 0.98
Dillon Peters, Last 7 Games, 0, 0, 16.20, 1, 1, 0, 1.2, 3, 3, 0, 2, 1.80
Dillon Peters, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Dillon Peters, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
David Peterson, Last 7 Games, 4, 1, 4.26, 7, 6, 0, 31.2, 26, 15, 17, 24, 1.36
David Peterson, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
David Peterson, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Yusmeiro Petit, Last 7 Games, 0, 0, 1.35, 7, 0, 0, 6.2, 6, 1, 4, 4, 1.50
Yusmeiro Petit, Last 15 Games, 0, 1, 2.77, 15, 0, 0, 13.0, 15, 4, 5, 9, 1.54
Yusmeiro Petit, Last 30 Games, 1, 1, 2.16, 20, 0, 0, 16.2, 16, 4, 5, 13, 1.26
David Phelps, Last 7 Games, 0, 1, 19.29, 4, 0, 0, 2.1, 5, 5, 3, 3, 3.43
David Phelps, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
David Phelps, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Evan Phillips, Last 7 Games, 0, 0, 0.00, 7, 0, 0, 6.1, 6, 0, 6, 7, 1.89
Evan Phillips, Last 15 Games, 1, 1, 4.09, 11, 0, 0, 11.0, 11, 5, 8, 12, 1.73
Evan Phillips, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Nick Pivetta, Last 7 Games, 0, 0, 15.88, 3, 0, 0, 5.2, 10, 10, 1, 4, 1.94
Nick Pivetta, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Nick Pivetta, Last 30 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
Zach Plesac, Last 7 Games, 3, 1, 1.32, 5, 5, 0, 34.0, 23, 5, 2, 34, 0.74
Zach Plesac, Last 15 Games, -, -, ---, -, -, -, ---, -, -, -, -, ---
